"","uniform.title","count"
"9883","Provinzglück",1
"9884","Prozess",1
"9885","Psycho",2
"9886","Publikumsbeschimpfung",1
"9887","Puntigam oder die Kunst des Vergessens",3
"9888","Puppen",1
"9889","Puppenspiele",1
"9890","Purpur und Diamant",1
"9891","Purpurschatten",5
"9892","PurpurSchatten",2
"9893","Purpurschatten neugriech",1
"9894","Purpurschattennd",1
"9895","Push up",1
"9896","Putsch im Vatikan",2
"9897","Qatna",1
"9898","Quarantäne",1
"9899","Quartett",1
"9900","Quartett im Herbstnd",1
"9901","Quartett neugriech",1
"9902","Quartier Lemurica",1
"9903","Quasikristallend",1
"9904","Quecksilbern",1
"9905","Quellen der Begegnung",1
"9906","Quellen des Friedens",1
"9907","Quifezit oder eine Reise im Geigenkoffer",1
"9908","Quint Buchholz BuchBilderBuch",1
"9909","Raabe",2
"9910","Raabe Baikal",3
"9911","Raabe Baikalnd",1
"9912","Rab",1
"9913","Rabenbrüder",2
"9914","Rabenliebe",3
"9915","Rabenschwestern",1
"9916","Rabet oder das Verschwinden einer Himmelsrichtung",1
"9917","Rache am Forsthaus",1
"9918","Racheherbst",2
"9919","Rachele Scarpa",1
"9920","Rachesommer",3
"9921","Radek Knapp Der Gipfeldieb",1
"9922","Radek Knapp Herrn Kukas Empfehlungen",2
"9923","Radek Knapp Reise nach Kalino",1
"9924","Radetzkymarsch",13
"9925","Radetzkymarschn",2
"9926","Radetzkymarschnd",1
"9927","Radikal",1
"9928","Rafaelas Geschichte Iwrith",1
"9929","Raffkes neuer Chauffeur",1
"9930","Rafik Schami Das Geheimnis des Kalligraphen",1
"9931","Rafik Schami Die dunkle Seite der Liebe",4
"9932","Rafik Schami Sophia",9
"9933","Rainald Goetz Irre",2
"9934","Rainald Goetz Rave",2
"9935","Rainer Maria Rilke Das MarienLeben",2
"9936","Rainer Maria Rilke Die Aufzeichnungen des Malte Laurids Brigge",1
"9937","Rainer Maria Rilke Die Weise von Liebe und Tod des Cornets Christoph Rilke",2
"9938","Rainer Maria Rilke Duineser Elegien",7
"9939","Rainer Maria Rilke Neue Gedichte",1
"9940","Rainer Maria Rilke Sonette an Orpheus",3
"9941","Rainer Nickel Der verbannte Stratege",1
"9942","Raja",2
"9943","Ralf Rothmann Im Frühling sterben",17
"9944","Ralf Rothmann Junges Licht",1
"9945","Ralph Dutli Soutines letzte Fahrt",2
"9946","Ran an den Mann",2
"9947","Rapunzel",1
"9948","Rasha Khayat Weil wir längst woanders sind",2
"9949","Rashida oder der Lauf zu den Quellen des Nils",2
"9950","Rasputin",1
"9951","Raststätte",1
"9952","Rat der Menora",1
"9953","Rat Krespel",1
"9954","Rat Krespel neugriech",1
"9955","Rätsel um Valerie",1
"9956","Ratten",1
"9957","Rattensommer",1
"9958","Raubmord Beichte lebenslänglich verbannt",1
"9959","Rauchrichter",1
"9960","Rauhnacht",2
"9961","Rauken",1
"9962","Raumposition Oberonn",1
"9963","Raumschiff des Mächtigen",1
"9964","Raumschiff Erde",1
"9965","Raunächte",2
"9966","Rausch",1
"9967","Rausch der Verwandlung",8
"9968","Rebecca Gablé Die Siedler von Catan",1
"9969","Rebel thunder",1
"9970","Rebellion der Gehenkten",1
"9971","Rechnitz Der Würgeengel",1
"9972","Rechnung über meine Dukaten",1
"9973","Rechts und links",5
"9974","Rechts und Links",1
"9975","Reckless  lebendige Schatten",1
"9976","Red Valley Queen",1
"9977","Rede des toten Kolumbus am Tag des Jüngsten Gerichts",1
"9978","Redemption Falls",1
"9979","Regeln des Tanzes",1
"9980","Regenbogenboa",1
"9981","Regenroman",5
"9982","Regenroman Iwrith",1
"9983","Regentonnenvariationen",1
"9984","Regenwörter",2
"9985","Regierung",1
"9986","Reiche Mädchen",4
"9987","Reiche Mädchennd",1
"9988","Reiche Männer küssen besser",1
"9989","Reichsgräfin Gisela",1
"9990","Reichtum",1
"9991","Reigen",5
"9992","Reigennd",1
"9993","Reineke Fuchs",1
"9994","Reineke Fuchs Iwrith",1
"9995","Reineke Fuchs neugriech",1
"9996","Reinhard Jirgl Die Unvollendeten",1
"9997","Reinhard Johannes Sorge Der Bettler",1
"9998","Reinhard KaiserMühlecker Fremde Seele dunkler Wald",1
"9999","Reinhold Stecher Heiterbesinnlich rund um den Krummstab",1
"10000","Reis aus Silberschalen",2
"10001","Reise durch die Nacht",3
"10002","Reise in die Abenddämmerung",1
"10003","Reise in die Angst",2
"10004","Reise in die Vergangenheit",1
"10005","Reise in die Zärtlichkeit",1
"10006","Reise nach Bordeaux",1
"10007","Reise nach Jerusalem",1
"10008","Reise zu Lena",1
"10009","Reise zwischen Nacht und Morgen",4
"10010","Reise zwischen Nacht und Morgenrk",1
"10011","Reisen im Licht der Sterne",4
"10012","Reisen und Abenteuer des Simon Brown",1
"10013","Reisen vor der Sündfluth",1
"10014","Reisende auf einem Bein",3
"10015","Reisende auf einem Bein neugriech",1
"10016","Reisende auf einem Beinn",2
"10017","Reisende auf einem Beinnd",1
"10018","Reisende auf einem Beinrk",1
"10019","Reisetagebuch 1901",1
"10020","Reiter der schwarzen Sonne",1
"10021","Reizende Reigen nach dem Reigen des reizenden Herrn Arthur Schnitzler",1
"10022","Remarque",3
"10023","Rendezvous im Café de Flore",1
"10024","Rentierköttel",1
"10025","Repetitoren der Zukunft",1
"10026","Reptilia",4
"10027","Reptiliand",1
"10028","Requiem",1
"10029","Requiem am Rialto",1
"10030","Requiem für Ernst Jandl",1
"10031","Requiem für Theophil",1
"10032","Residenz Schloss und Riegel",1
"10033","Respektloser Umgang",1
"10034","Respektloser Umgangn",1
"10035","Restaurant Dalmatia",1
"10036","Resturlaub",4
"10037","Resturlaub im Ladyhort",1
"10038","Rettung in letzter Sekunde",1
"10039","Reunion",1
"10040","Rheinsberg",3
"10041","Ricarda Huch Der letzte Sommer",3
"10042","Richard Wagner",1
"10043","Riesenglückwunsch zum Geburtstag",1
"10044","Rilke",2
"10045","Rimini",1
"10046","Rinaldo  Tatort Flughafen",1
"10047","Ring der Gewalt",1
"10048","Rioja für den Matador",1
"10049","Risiko unendlich groß",1
"10050","Rita Falk Sauerkrautkoma",2
"10051","Rita Falk Schweinskopf al dente",1
"10052","Ritenstreit",1
"10053","Ritter Dene Voss",4
"10054","Ritter Dene Vossnd",1
"10055","Ritter Dene Vossrk",1
"10056","Ritter zum Heiligen Grab",1
"10057","Ritus",1
"10058","Ritusnd",1
"10059","Rivalen am Steuer",1
"10060","Rivarol",2
"10061","Riverside",1
"10062","Rob",1
"10063","Robert der Fischernd",1
"10064","Robert Menasse Die Hauptstadt",15
"10065","Robert Menasse Die Vertreibung aus der Hölle",1
"10066","Robert Menasse Selige Zeiten brüchige Welt",1
"10067","Robert Musil Der Mann ohne Eigenschaften",5
"10068","Robert Musil Die Verwirrungen des Zöglings Törless",5
"10069","Robert Musil Drei Frauen",2
"10070","Robert Musil Grigia",1
"10071","Robert Schindel Gebürtig",2
"10072","Robert Seethaler Das Feld",7
"10073","Robert Seethaler Der Trafikant",6
"10074","Robert Seethaler Ein ganzes Leben",4
"10075","Robert Walser Das Beste was ich über Musik zu sagen weiss",1
"10076","Robert Walser Der Gehülfe",4
"10077","Robert Walser Der kleine Tierpark",1
"10078","Robert Walser Der Räuber",2
"10079","Robert Walser Der Spaziergang",7
"10080","Robert Walser Fritz Kochers Aufsätze",2
"10081","Robert Walser Geschwister Tanner",3
"10082","Robert Walser Jakob von Gunten",2
"10083","Robert Walser Kleine Prosa",1
"10084","Robert Walser Prosa",1
"10085","Robert Walser Vor Bildern",1
"10086","Robert Walser Werke",1
"10087","Roberts Schwester",1
"10088","Robespierre",1
"10089","RobotPatrouille",1
"10090","Ródinka",1
"10091","Rohstoff",6
"10092","Roland Schimmelpfennig An einem klaren eiskalten Januarmorgen zu Beginn des 21 Jahrhunderts",6
"10093","Roland Schimmelpfennig Wintersonnenwende",1
"10094","Rolf Hochhuth Der Stellvertreter",1
"10095","Rolf Lappert Nach Hause schwimmen",1
"10096","Rolland Laporte begegnet Minister Colbert oder die Vorzeit endet 1704",1
"10097","Roma",2
"10098","Roman Graf Niedergang",1
"10099","Roman unserer Kindheit",1
"10100","Roman von einem Kinde",5
"10101","Romanisches Café",1
"10102","Romantiker",1
"10103","Romanze FDur",1
"10104","Romanzero",1
"10105","Romeo und Julia auf dem Dorfe",6
"10106","Römische Elegien",2
"10107","Römische Tage",2
"10108","Romulus der Grosse",2
"10109","Romulus der Große",4
"10110","Romy Fölck Totenweg",1
"10111","Romy Hausmann Liebes Kind",4
"10112","Romy Hausmann Marta schläft",2
"10113","Ronja Rönne von Wir kommen",1
"10114","Roppongi",4
"10115","Rosa",1
"10116","Rosa und Resi",1
"10117","Rosa von Tannenburg",2
"10118","Rosalie  Trüffel  vom Glück zu zweit",1
"10119","Rosalie liebt Trüffel",1
"10120","Rosalie liebt Trüffelnd",1
"10121","Rosalie und Trüffel",10
"10122","Rosalie und Trüffel  vom Glück zu zweit",1
"10123","Rosalie und Trüffeln",1
"10124","Rosalie und Trüffelnd",2
"10125","Rosannas Tochter",3
"10126","Rose Bernd",1
"10127","Rose und Schwert",1
"10128","Rosei",1
"10129","Rosen  Porree",1
"10130","Rosen im Schnee",5
"10131","Rosen im Schneend",1
"10132","Rosenduft des Lebens",1
"10133","Rosengift",2
"10134","Rosengiftnd",1
"10135","Rosenträume",1
"10136","Rosie Dunne",1
"10137","Rositas Haut",1
"10138","Röslein rot",6
"10139","Röslein rotn",1
"10140","Röslein rotnd",1
"10141","Rosshalde",13
"10142","Roßhalde",4
"10143","Rosshalderk",1
"10144","Rossini oder die mörderische Frage wer mit wem schlief",1
"10145","Rot",3
"10146","Rot Iwrith",1
"10147","Rote Handschuhe",2
"10148","Rote Handschuhen",1
"10149","Rote Lackn",1
"10150","Rote Rosen",1
"10151","Roter Schnee",1
"10152","Rotes Gold",1
"10153","Roth",3
"10154","Rotkäppchen",1
"10155","Rotkäppchen und die Killernd",1
"10156","Rotnd",1
"10157","Rotrk",1
"10158","Rotwild",1
"10159","Rout am Fliegenden Holländer",1
"10160","Rovinato oder die Seele des Geschäfts",1
"10161","Roxelane",1
"10162","Rozznjogd",1
"10163","Rub alKhali  leeres Viertel",1
"10164","RübezahlBuch",1
"10165","Rubinmond",1
"10166","Rubʿ alKhali  leeres Viertelnd",1
"10167","Rücken an Rücken",3
"10168","Rücken an Rückennd",1
"10169","Rückkehr der Sol",1
"10170","Rückspiel",1
"10171","Rudernde Hunde",1
"10172","Rudolf ltvon Ems Der guote Gêrhart",1
"10173","Rudolf Steiner Anthroposophischer Seelenkalender",1
"10174","Rudolf Steiner Die Pforte der Einweihung",1
"10175","Ruf des Muezzin",1
"10176","Ruf doch mal an",1
"10177","Ruhe sanft",1
"10178","Ruhm",19
"10179","Ruhm galic",1
"10180","Ruhm neugriech",1
"10181","Ruhmn",1
"10182","Ruhmnd",1
"10183","Ruhmrk",1
"10184","Rulaman",1
"10185","Rulamannd",1
"10186","Rummelplatznd",1
"10187","Rumo  die Wunder im Dunkeln",6
"10188","Rumo  die Wunder im Dunkelnnd",1
"10189","Runa",2
"10190","Rundherum",1
"10191","Russendisko",4
"10192","Russendisko neugriech",1
"10193","Ruth Loosli Wila",1
"10194","S",1
"10195","S neugriech",1
"10196","Sabine Ebert Der Traum der Hebamme",2
"10197","Sabine Ebert Schwert und Krone  Herz aus Stein",1
"10198","Sabine Ebert Schwert und Krone  Meister der Täuschung",1
"10199","Sabine Gruber Daldossi oder das Leben des Augenblicks",1
"10200","Sabine Martin Die Henkerin",1
"10201","SacherMasoch",1
"10202","Sad cypress",1
"10203","Saeculum",5
"10204","Saeculumnd",1
"10205","Saeculumrk",1
"10206","Safier",1
"10207","Sag doch mal was zur Nacht",1
"10208","Sag es lieber zweimal",2
"10209","Sag wo weiltest du so lange",1
"10210","Sage",1
"10211","Sagen aus Friaul und den Julischen Alpen",1
"10212","Sagen aus Österreich",1
"10213","Sagen des klassischen Altertums",1
"10214","Sagen und Schwänke vom Bodensee",1
"10215","Sagenhaftes aus AltPressburg",1
"10216","Saison",2
"10217","Saison für Damen",1
"10218","Sakari lernt durch Wände zu gehen",1
"10219","Sally Quinns Reiter",1
"10220","Salomo und die Königin von Saba",1
"10221","Salon mit Seerosen",1
"10222","Salut für Mama",1
"10223","Salve Roma",1
"10224","Salve Romark",1
"10225","Salzwasser",1
"10226","Samalio Pardulus",1
"10227","Samarkand Samarkand",1
"10228","Samira  Samir",3
"10229","Sammelpunkt VierSonnenReich",1
"10230","Samsara",2
"10231","Sämtliche Gedichte",1
"10232","Sämtliche Werke ltProsa",1
"10233","Samuels Reisend",1
"10234","Sanctum",1
"10235","Sanctumnd",1
"10236","Sand",6
"10237","Sankt Martin  der Reiter der Barmherzigkeit",1
"10238","Sankt PetriSchnee",1
"10239","SanktPetriSchnee",1
"10240","SanktRochusFest zu Bingen",1
"10241","Sanna Rutlands Ehe",2
"10242","Sansibar oder der letzte Grund",2
"10243","Sansibar oder der letzte Grundnd",1
"10244","Sappho",1
"10245","Sara",1
"10246","Sara Belin Turn me on",1
"10247","Sara tanzt",2
"10248","Sara und Peter",1
"10249","Sara und Simon",2
"10250","Sara und Simón",3
"10251","Sara und Simonnd",1
"10252","Sarah",1
"10253","Sarah Flint Mummys favourite",1
"10254","Sarah Lark Das Gold der Maori",2
"10255","Sarah Lark Das Jahr der Delfine",2
"10256","Sarah Lark Das Lied der Maori",5
"10257","Sarah Lark Der Ruf des Kiwis",8
"10258","Sarah Lark Die Legende des Feuerberges",1
"10259","Sarah Lark Die Tränen der MaoriGöttin",3
"10260","Sarah Lark Eine Hoffnung am Ende der Welt",9
"10261","Sarah Lark Im Land der weißen Wolke",5
"10262","Sarah Lark Unter fernen Himmeln",1
"10263","Sarah Tomkatz und die anderen",1
"10264","Sarmatische Zeit",1
"10265","Saša Stanišić Vor dem Fest",13
"10266","Saša Stanišić Wie der Soldat das Grammofon repariert",3
"10267","Sascha Arango Die Wahrheit und andere Lügen",22
"10268","Satan und Ischariotn",1
"10269","Saubande",1
"10270","Sauberer Abgangn",1
"10271","Säulen der Ewigkeit",1
"10272","Saulus Paulus",1
"10273","Savitri",1
"10274","Schach von Wuthenow",1
"10275","Schachnovelle",10
"10276","Schachnovelle neugriech",1
"10277","Schachnovellen",1
"10278","Schachnovellend",1
"10279","Schachnovellerk",1
"10280","Schakale Gottes",1
"10281","Schaltstelle der Macht",1
"10282","Schändung",1
"10283","Scharade",1
"10284","Schärenglück",1
"10285","Schatten",1
"10286","Schatten auf unserem Glück",1
"10287","Schatten der Schuld",1
"10288","Schatten im Paradies",10
"10289","Schatten über Ulldart",1
"10290","Schattenfraß",1
"10291","Schattenfreundin",4
"10292","Schattenfreundinnd",1
"10293","Schattengespräche",1
"10294","Schattenspiel",4
"10295","Schattseite",1
"10296","Schattwald",1
"10297","Schatzkästlein des Rheinischen Hausfreundes",3
"10298","Schatzkästlein des rheinischen Hausfreundesrk",1
"10299","Schau mit bloß nicht in die Augen neugriech",1
"10300","Schauderhafte Wunderkinder",1
"10301","Schaumkuss für zwei",1
"10302","Schaumprinzessin Lala",1
"10303","Scheerbart",1
"10304","Scheidung",1
"10305","Scheinehe",1
"10306","Schelmuffskys warhafftige curiöse und sehr gefährliche Reisebeschreibung zu Wasser und Lande",1
"10307","Scherben deiner Seele",1
"10308","Scherbenpark",4
"10309","Scherbenpark Iwrith",1
"10310","Scherbenparknd",1
"10311","Scherbenparkrk",1
"10312","Scherz Satire Ironie und tiefere Bedeutungnd",1
"10313","Schicksalsbilder aus der Zeit meiner Geistesschülerschaft",2
"10314","Schicksalsschiff Bismarck",1
"10315","Schiedsrichter fertig",1
"10316","Schiff der Hoffnung",1
"10317","Schiff der Hoffnungnd",1
"10318","Schilf",11
"10319","Schilfnd",1
"10320","Schilfrk",1
"10321","Schiller",1
"10322","Schimmelpfennig",1
"10323","Schimons Schweigen",1
"10324","Schimpf und Ernst",1
"10325","Schipino",1
"10326","Schizogorsk",1
"10327","Schlafes Bruder",14
"10328","Schlafes Bruder Iwrith",1
"10329","Schlafes Brudern",1
"10330","Schlafes Brudernd",1
"10331","Schlafgänger",2
"10332","Schlagschatten",1
"10333","Schlagwaldn",1
"10334","Schlampen und andere Freundinnennd",1
"10335","Schlangenkind",1
"10336","Schleier des Herzens",1
"10337","Schloss Gripsholm",3
"10338","Schloß Gripsholm",1
"10339","Schloss Gripsholm Iwrith",1
"10340","Schloss Rodrigandan",1
"10341","Schloßbesichtigungen",1
"10342","Schluckebier",1
"10343","Schlump",6
"10344","Schlumpf Erwin Mord",2
"10345","Schlumpf Erwin Mordnd",1
"10346","Schlumpnd",1
"10347","Schlußchor",1
"10348","Schlüssel 17",2
"10349","Schlüsselspiele für drei Paare",2
"10350","Schlüsseltausch",1
"10351","Schmerz",1
"10352","Schmerzliches Arkadien",1
"10353","Schmerznovelle",1
"10354","Schmerznovellend",1
"10355","Schmetterlinge",2
"10356","Schmidt",4
"10357","Schmitz Katze",1
"10358","Schmutzengel",1
"10359","Schneckenmorde",1
"10360","Schneckenwahn",1
"10361","Schnee in Venedig",4
"10362","Schnee in Venedig neugriech",1
"10363","Schnee in Venedigrk",1
"10364","Schnee und Kohle",1
"10365","Schnee von gestern",1
"10366","Schneepart",2
"10367","Schneetagen",1
"10368","Schneeweisschen und Rosenrot",1
"10369","Schneewittchen",1
"10370","Schneewittchen muss sterben",21
"10371","Schneewittchen muss sterben neugriech",1
"10372","Schneewittchen muss sterbennd",1
"10373","Schneewittchensarg",1
"10374","Schnell dein Leben",2
"10375","Schneller als das Auge",1
"10376","Schnitt",5
"10377","Schnittnd",1
"10378","Schnitzler",1
"10379","Schnitzlers Würgeengel",1
"10380","Schokoküsse zum Dessert",1
"10381","Schöne Bescherung",1
"10382","Schöne der Nachtnd",1
"10383","Schöne Grüße aus Minsk",1
"10384","Schöne Tage",2
"10385","Schönes Abendland",1
"10386","Schönes Deutschland",1
"10387","Schönhauser Allee",3
"10388","Schönste Lieder",1
"10389","Schönwiesen",1
"10390","Schossgebete",1
"10391","Schoßgebete",9
"10392","Schoßgebeten",1
"10393","Schoßgebetend",1
"10394","Schreckens Männer",1
"10395","Schreckliche Gewalten",1
"10396","Schreckliche Treue",1
"10397","Schrei nach Stillen",1
"10398","Schubert",5
"10399","Schubert neugriech",1
"10400","Schubertnd",1
"10401","Schubumkehr",2
"10402","Schubumkehrnd",1
"10403","Schuld",17
"10404","Schuld war nur das Brauseschwein",1
"10405","Schuldn",1
"10406","Schuldnd",1
"10407","Schuldrk",1
"10408","Schule der Arbeitslosen",2
"10409","Schule der Geläufigkeit",1
"10410","Schulmeistereien",1
"10411","Schumanns Schatten",4
"10412","Schumanns Schatten neugriech",1
"10413","Schumanns Schattennd",1
"10414","Schundroman",3
"10415","Schundromann",1
"10416","Schutzengelchen für dich",2
"10417","Schwalbensommer",1
"10418","Schwartz",1
"10419","Schwarz und weiss",1
"10420","Schwarze Frau vom Nil",2
"10421","Schwarze Frau vom Nil neugriech",1
"10422","Schwarze Frau vom Nilnd",1
"10423","Schwarze Piste",2
"10424","Schwarze Segelschiffe",1
"10425","Schwarze Spiegel",1
"10426","Schwarze Spiegel ",1
"10427","Schwarze Spiegelnd",1
"10428","Schwarzenberg",1
"10429","Schwarzer Nerz auf zarter Haut",1
"10430","Schwarzer Tee mit drei Stück Zucker",1
"10431","Schwarzer Tee mit drei Stück Zuckern",1
"10432","Schwarzer Tee mit drei Stück Zuckernd",1
"10433","Schwarzweißroman",1
"10434","Schweig still mein Herz",1
"10435","Schweig still mein Kind",1
"10436","Schweigeminute",14
"10437","Schweigeminute Iwrith",1
"10438","Schweigeminute neugriech",1
"10439","Schweigeminutend",2
"10440","Schweigeminuterk",1
"10441","Schweigend steht der Wald",1
"10442","Schweine und Elefanten",1
"10443","Schweine und Elefantenrk",1
"10444","Schweinskopf al dente",2
"10445","Schwer erleuchtet",1
"10446","Schwerelosnd",1
"10447","Schwerenöternd",1
"10448","Schwert und Krone  der junge Falke",1
"10449","Schwester",4
"10450","Schwester Danieland",1
"10451","Schwester Monika",2
"10452","Schwester und Bruder",2
"10453","Schwesterlein komm stirb mir",1
"10454","Schwesterlein komm stirb mit mir",3
"10455","Schweyk im Zweiten Weltkrieg",1
"10456","Schwimmen gegen Blondnd",1
"10457","Schwimmen lernen in Blau",1
"10458","Schwimmen lernen in Blaund",1
"10459","Schwindel Gefühle",14
"10460","Schwindel Gefühlend",1
"10461","Schwüle Tage",6
"10462","Scintilla Seelenfunke",1
"10463","Sebastian Fitzek Abgeschnitten",2
"10464","Sebastian Fitzek AchtNacht",6
"10465","Sebastian Fitzek Amokspiel",3
"10466","Sebastian Fitzek Das Geschenk",2
"10467","Sebastian Fitzek Das JoshuaProfil",1
"10468","Sebastian Fitzek Das Kind",1
"10469","Sebastian Fitzek Das Paket",4
"10470","Sebastian Fitzek Der Heimweg",2
"10471","Sebastian Fitzek Der Insasse",3
"10472","Sebastian Fitzek Der Seelenbrecher",6
"10473","Sebastian Fitzek Die Therapie",8
"10474","Sebastian Fitzek Flugangst 7A",7
"10475","Sebastian Fitzek Noah",3
"10476","Sebastian Fitzek Passagier 23",6
"10477","Sebastian Fitzek Splitter",1
"10478","Sebastian im Traum",1
"10479","Sebastian Loth Josefine",1
"10480","Sebastian Niedlich Der Tod und andere Höhepunkte meines Lebens",2
"10481","Seegfrörnend",1
"10482","Seegrund",2
"10483","Seeland",2
"10484","Seelandschaft mit Pocahontas",1
"10485","Seelandschaft mit Pocahontas ",1
"10486","Seelandschaft mit Pocahontasnd",1
"10487","Seelenarbeit",1
"10488","Seelenübungen lt2",1
"10489","Seerücken",1
"10490","Segenswünsche zum Geburtstag",1
"10491","Seghersn",1
"10492","Sehnsucht ist ein Notfall",1
"10493","Sehnsucht nach Riga",1
"10494","Sehnsucht nach Sansibar",1
"10495","Sehnsucht nach Sizilien",1
"10496","Sehnsucht nach Zärtlichkeit",1
"10497","Sehnsucht und eine Reise ans Ende der Welt",1
"10498","Sehnsuchtsland",1
"10499","Sei doch net so dumm",1
"10500","Sei tapfer Erika",1
"10501","Seide und Schwert",1
"10502","Seidenkindernd",1
"10503","Seifenblasen",1
"10504","Sein Kind",2
"10505","Seine Frau",1
"10506","Seine indische Ehe",1
"10507","Seine Liebeserfahrung",3
"10508","Seine Vergangenheit",1
"10509","SeinsMomente",1
"10510","Sekundenfilme",1
"10511","Selam Berlin",1
"10512","Selam Berlinrk",1
"10513","Selbs Betrug",9
"10514","Selbs Betrugrk",1
"10515","Selbs Justiz",11
"10516","Selbs Justiz Iwrith",1
"10517","Selbs Justiz neugriech",1
"10518","Selbs Justizrk",1
"10519","Selbs Mord",8
"10520","Selbs Mord neugriech",1
"10521","Selbs Mordn",1
"10522","Selbs Mordrk",1
"10523","Selbstporträt mit Bienenschwarm",1
"10524","Selbstporträt mit Flusspferd",1
"10525","Selige Witwen",1
"10526","Selige Witwenn",1
"10527","Selige Witwenrk",1
"10528","Selige Zeiten brüchige Welt",9
"10529","Selim oder die Gabe der Rede",3
"10530","Seltsame Materie",3
"10531","Seltsame Sterne starren zur Erde",2
"10532","Seltsame Sterne starren zur Erden",1
"10533","Seltsame Sterne starren zur Erderk",1
"10534","Semmelweis der Retter der Mütter",1
"10535","Sensible Wege",1
"10536","September",2
"10537","Septemberleuchtennd",1
"10538","Serverland",1
"10539","SethApophis",1
"10540","Setzt euch zu uns ans Feuer",1
"10541","Seurats Geheimnis",1
"10542","Severins Gang in die Finsternis",2
"10543","Sewastopologia",1
"10544","Sex oder Liebe",1
"10545","SexLexikonn",1
"10546","Sez Ner",2
"10547","Shakespeare erzählt",1
"10548","Shanghai Performance",2
"10549","Shi jing",1
"10550","Sibirien",2
"10551","Sibirien Transfer",1
"10552","SibirienTransfer",1
"10553","Sibirisches Roulette",2
"10554","Sibylle Lewitscharoff Blumenberg",2
"10555","Sickster",1
"10556","Siddharta",3
"10557","Siddhartark",1
"10558","Siddhartha",45
"10559","Siddhartha galic",2
"10560","Siddhartha neugriech",1
"10561","Siddharthan",2
"10562","Siddharthand",1
"10563","Siddharthark",1
"10564","Siddys Hochzeitsreise",3
"10565","Sie leben ewig  es gibt keinen Tod",1
"10566","Sie nahmen mir die Freiheit",1
"10567","Sie sagten",1
"10568","Sie suchen Menschen",1
"10569","Sie waren zehn",2
"10570","Sie waren Zeitgenossen",1
"10571","Sie waren Zeitgenossen und sie erkannten ihn nicht",1
"10572","Sieben Inseln  sieben Krimis",1
"10573","Sieben Jahre",6
"10574","Sieben Jahren",1
"10575","Sieben Küsse",1
"10576","Sieben Nächte",1
"10577","Sieben Sekunden Ewigkeit",1
"10578","Sieben Tage ohne",9
"10579","Sieben Tage ohnen",1
"10580","Sieben Tage ohnend",1
"10581","Sieben Tage ohnerk",1
"10582","Sieben Türen",1
"10583","Siebenschön",1
"10584","SieEr",1
"10585","Siegfried Lenz Der Mann im Strom",1
"10586","Siegfried Lenz Der Überläufer",8
"10587","Siegfried Lenz Deutschstunde",3
"10588","Siegfried Lenz Es waren Habichte in der Luft",1
"10589","Siegfried Lenz Exerzierplatz",1
"10590","Siegfried Lenz Heimatmuseum",1
"10591","Siegfried Lenz Schweigeminute",3
"10592","Siegfried Lenz So zärtlich war Suleyken",1
"10593","Sieh mich an",5
"10594","Siehdichum",1
"10595","Sika die weiße Königin",1
"10596","Silbentrennung",1
"10597","Silberkiesel",1
"10598","Silbermuschel",1
"10599","Silbernes Feuer",1
"10600","Silberschuld",1
"10601","Silentium",6
"10602","Silvester",1
"10603","Silvester mit Balzac und andere Erzählungen",1
"10604","Simon Strauß Sieben Nächte",1
"10605","Simone",1
"10606","Simone Buchholz Blaue Nacht",4
"10607","Simone Buchholz Mexikoring",1
"10608","Simone Buchholz Revolverherz",3
"10609","Simple storys",1
"10610","Simple Storys",12
"10611","Simple Storys neugriech",1
"10612","Simple Storysn",1
"10613","Simple Storysnd",2
"10614","Simple Storysrk",1
"10615","Simultan",7
"10616","Simultann",1
"10617","Sing mir vom heutigen Tag",1
"10618","Singt mit Freuden vom Sieg",1
"10619","Singvogel rückwärts",1
"10620","SinnBilder",2
"10621","Sinnliche Gewißheitnd",1
"10622","SinnZeilen",2
"10623","Sire ich eile ",1
"10624","Sire ich eile  ",1
"10625","Sirenen des Alls",1
"10626","Sirius",2
"10627","Siriusnd",1
"10628","Sisi",1
"10629","Sisi das Kind der Sonne",1
"10630","Sisis Verse",1
"10631","Sissi",1
"10632","Sissy",2
"10633","Sissy ein Mädchen wird Kaiserinnd",1
"10634","Six short stories",1
"10635","Sixtinische Verschwörung",8
"10636","Sixtinische Verschwörungn",1
"10637","Skizze eines Sommers",1
"10638","Skizze eines Verunglückten",2
"10639","Skylla",1
"10640","Službata po nadzora ne znae milost ltZusammenstellung",1
"10641","Small world",14
"10642","Small world neugriech",1
"10643","Small worldn",1
"10644","Small worldnd",1
"10645","Smărtta na Neron ltZusammenstellung",1
"10646","SMS für dich",2
"10647","SMS für Jo",1
"10648","Snd",1
"10649","So dunkel der Wald",1
"10650","So liebt man einen Playboy",1
"10651","So sind wir",2
"10652","So viel Zeit",1
"10653","So ward Abend und Morgen",1
"10654","So was passiert nur Idioten Wie uns",1
"10655","So weit die Füsse tragen",2
"10656","So weit die Füße tragen",6
"10657","So weit die Füße tragennd",1
"10658","So wild ist es in unseren Wäldern schon lange nicht mehr",1
"10659","So zärtlich war Suleyken",4
"10660","So zünden die Väter das Feuer an",1
"10661","Sodom und Gomera",1
"10662","Sofa Yoga Mord",1
"10663","Sofia Caspari Das Lied des Wasserfalls",1
"10664","Soharas Reise",1
"10665","Söhne und Planeten",1
"10666","Sokratesnd",1
"10667","Solang die Welt noch schläft",1
"10668","Solarstation",2
